preamble,stimulus,item,true_category,category,rank,"score (sum, mean, [list)",params,model
A pant is a,clothing.,pant,none,clothing,1,"[-8.626317977905273, -10.165050506591797, -10.476053237915039, -9.82357406616211, -12.112161636352539, -10.701279640197754, -10.9400634765625, -9.331265449523926, -7.596440315246582, -9.835661888122559, -10.27908706665039, -7.675962448120117, -8.927006721496582, -10.948678016662598, -9.630937576293945, -11.336315155029297, -9.196256637573242, -9.906407356262207, -10.224462509155273, -9.377128601074219, -9.984790802001953, -11.35187816619873, -8.768976211547852, -8.886651992797852, -8.662405014038086, -7.058885097503662, -9.451972007751465, -10.521671295166016, -10.306253433227539, -10.277362823486328, -11.119373321533203, -10.897354125976562, -9.635040283203125, -10.694705963134766, -8.459198951721191, -10.722728729248047, -10.357122421264648, -10.291679382324219, -12.11635684967041, -8.812934875488281, -9.24044418334961, -9.575199127197266, -8.939435958862305, -10.653413772583008, -10.101726531982422, -10.456626892089844, -9.480245590209961, -10.46847915649414, -10.831186294555664, -11.487054824829102]",7241732096,mistralai_Mistral-7B-v0.1
A shirt is a,clothing.,shirt,none,clothing,2,"[-10.025843620300293, -8.757776260375977, -10.308409690856934, -8.586214065551758, -9.954206466674805, -8.769827842712402, -12.97819709777832, -8.968475341796875, -8.412635803222656, -9.739995956420898, -9.56543254852295, -9.467605590820312, -9.148920059204102, -10.515327453613281, -8.709962844848633, -9.980813026428223, -7.379328727722168, -9.723600387573242, -9.624481201171875, -8.239788055419922, -10.88934326171875, -9.72252082824707, -11.722113609313965, -9.533707618713379, -11.36689281463623, -7.353923797607422, -9.301676750183105, -10.586596488952637, -8.289718627929688, -9.269632339477539, -8.987549781799316, -11.438673973083496, -9.803646087646484, -8.019344329833984, -8.039657592773438, -11.610523223876953, -9.033210754394531, -9.016290664672852, -8.760743141174316, -9.269758224487305, -9.581851959228516, -8.076807022094727, -10.212061882019043, -9.25507640838623, -8.77001953125, -9.96881103515625, -14.332365036010742, -9.964975357055664, -10.97998046875, -10.052791595458984]",7241732096,mistralai_Mistral-7B-v0.1
A dress is a,clothing.,dress,none,clothing,3,"[-8.305285453796387, -13.164132118225098, -10.748884201049805, -10.539203643798828, -9.018503189086914, -10.549299240112305, -8.204307556152344, -9.571392059326172, -9.851306915283203, -9.840620994567871, -10.690241813659668, -10.504887580871582, -9.929727554321289, -8.107458114624023, -9.700011253356934, -9.680920600891113, -9.30253791809082, -8.840954780578613, -8.791446685791016, -10.272262573242188, -10.345253944396973, -11.201440811157227, -10.243488311767578, -9.29031753540039, -7.6340508460998535, -12.703227996826172, -10.037187576293945, -10.078043937683105, -8.634828567504883, -9.36244010925293, -11.769967079162598, -10.963367462158203, -9.663965225219727, -8.780529022216797, -9.469358444213867, -9.842527389526367, -7.842188835144043, -9.709976196289062, -8.537187576293945, -10.803062438964844, -9.950370788574219, -7.7568888664245605, -9.279284477233887, -7.835633277893066, -8.234318733215332, -9.648754119873047, -8.832609176635742, -8.15800666809082, -9.570428848266602, -10.195112228393555]",7241732096,mistralai_Mistral-7B-v0.1
A skirt is a,clothing.,skirt,none,clothing,4,"[-9.49699592590332, -8.685832977294922, -11.178319931030273, -9.977338790893555, -10.025899887084961, -8.993240356445312, -9.870318412780762, -9.874319076538086, -8.446866989135742, -9.419120788574219, -10.985562324523926, -8.440678596496582, -9.85189437866211, -8.904227256774902, -8.682247161865234, -9.560871124267578, -10.491933822631836, -8.244218826293945, -8.89581298828125, -10.433692932128906, -12.534488677978516, -8.176013946533203, -8.656335830688477, -10.557779312133789, -11.296869277954102, -12.809109687805176, -8.610672950744629, -10.40080451965332, -7.072342872619629, -9.61986255645752, -9.459705352783203, -10.033374786376953, -11.768570899963379, -10.857491493225098, -10.560813903808594, -9.558395385742188, -8.003706932067871, -7.763737201690674, -8.744281768798828, -7.35279655456543, -9.717029571533203, -11.580081939697266, -10.482040405273438, -11.543071746826172, -8.95706558227539, -9.767292022705078, -12.792213439941406, -8.933294296264648, -11.858723640441895, -10.00871467590332]",7241732096,mistralai_Mistral-7B-v0.1
A blouse is a,clothing.,blouse,none,clothing,5,"[-11.05430793762207, -11.669445037841797, -10.745747566223145, -11.831634521484375, -10.302556991577148, -10.651527404785156, -10.76290512084961, -11.180262565612793, -10.620807647705078, -10.922452926635742, -11.103063583374023, -11.066864967346191, -10.788131713867188, -8.913435935974121, -11.108821868896484, -10.930364608764648, -11.017256736755371, -11.017044067382812, -11.025578498840332, -11.054779052734375, -10.635777473449707, -10.737861633300781, -10.796072006225586, -9.983644485473633, -10.817479133605957, -10.874002456665039, -11.325090408325195, -11.169580459594727, -11.002056121826172, -10.504024505615234, -10.021590232849121, -10.573107719421387, -11.2706298828125, -10.113117218017578, -11.13925552368164, -10.33525276184082, -9.613536834716797, -10.407936096191406, -11.075868606567383, -11.321808815002441, -11.043567657470703, -10.216485977172852, -10.910720825195312, -10.77968692779541, -11.592832565307617, -10.945711135864258, -11.01530647277832, -10.834100723266602, -11.241918563842773, -11.227228164672852]",7241732096,mistralai_Mistral-7B-v0.1
A suit is a,clothing.,suit,none,clothing,6,"[-10.327522277832031, -10.243776321411133, -7.499431610107422, -9.842117309570312, -10.831613540649414, -9.742347717285156, -7.816137313842773, -9.144357681274414, -8.96422004699707, -10.648019790649414, -10.128543853759766, -9.336173057556152, -10.61182689666748, -9.355997085571289, -10.266841888427734, -9.672487258911133, -9.978236198425293, -9.567855834960938, -8.852675437927246, -7.3824076652526855, -7.2899603843688965, -9.55988597869873, -7.775603294372559, -10.38525390625, -10.348902702331543, -9.916986465454102, -7.906374454498291, -9.569807052612305, -7.243862628936768, -6.940216064453125, -9.723053932189941, -9.927603721618652, -8.516839981079102, -10.034879684448242, -9.211042404174805, -10.465947151184082, -10.997312545776367, -8.854451179504395, -9.388245582580566, -9.598281860351562, -9.869956016540527, -9.148602485656738, -8.371253967285156, -10.26504135131836, -10.440369606018066, -8.855732917785645, -10.963329315185547, -7.629388332366943, -10.387781143188477, -9.192451477050781]",7241732096,mistralai_Mistral-7B-v0.1
A slack is a,clothing.,slack,none,clothing,7,"[-10.641124725341797, -10.84066104888916, -11.036977767944336, -10.915931701660156, -11.024792671203613, -10.505011558532715, -11.283926010131836, -10.242975234985352, -10.705659866333008, -11.09311580657959, -11.115498542785645, -11.423124313354492, -10.59121322631836, -10.703598976135254, -9.792808532714844, -10.900742530822754, -10.017227172851562, -11.00775146484375, -10.820843696594238, -10.346662521362305, -9.440235137939453, -10.846292495727539, -11.174287796020508, -10.165968894958496, -10.597209930419922, -11.25849723815918, -10.45557689666748, -10.27187728881836, -10.646646499633789, -10.965871810913086, -11.361605644226074, -10.985760688781738, -10.664499282836914, -11.27717113494873, -10.770665168762207, -11.093517303466797, -11.04677963256836, -10.770942687988281, -9.92512321472168, -11.068901062011719, -11.043060302734375, -10.864858627319336, -10.69848346710205, -10.938017845153809, -10.528670310974121, -10.853673934936523, -10.897797584533691, -10.952644348144531, -10.806424140930176, -11.175978660583496]",7241732096,mistralai_Mistral-7B-v0.1
A jacket is a,clothing.,jacket,none,clothing,8,"[-8.863268852233887, -10.54851245880127, -7.286843299865723, -8.853271484375, -10.724292755126953, -8.20098876953125, -9.423078536987305, -10.65328598022461, -9.58436393737793, -11.892537117004395, -9.146018981933594, -8.150043487548828, -9.001439094543457, -11.260176658630371, -11.354976654052734, -12.294340133666992, -8.421459197998047, -7.999378204345703, -10.747869491577148, -9.440778732299805, -9.28718376159668, -10.441143989562988, -9.319499969482422, -12.064311981201172, -10.016531944274902, -9.64858341217041, -9.879629135131836, -8.709151268005371, -9.637954711914062, -9.01208209991455, -9.658174514770508, -8.771744728088379, -11.196712493896484, -10.018244743347168, -10.300004959106445, -9.636388778686523, -9.712471008300781, -10.851228713989258, -9.886405944824219, -10.334808349609375, -9.498726844787598, -9.311880111694336, -10.597661018371582, -6.968245506286621, -6.3715128898620605, -8.230704307556152, -9.722238540649414, -5.433730125427246, -7.836993217468262, -10.783170700073242]",7241732096,mistralai_Mistral-7B-v0.1
A coat is a,clothing.,coat,none,clothing,9,"[-9.314300537109375, -10.127656936645508, -8.547285079956055, -9.891990661621094, -10.556278228759766, -8.486967086791992, -8.827803611755371, -9.68489933013916, -9.81199836730957, -8.535039901733398, -10.130441665649414, -9.221630096435547, -9.718660354614258, -9.33251953125, -8.704096794128418, -9.350873947143555, -8.421411514282227, -8.973390579223633, -8.72214126586914, -8.402315139770508, -8.455921173095703, -10.017228126525879, -11.169258117675781, -8.343017578125, -10.342333793640137, -9.406497955322266, -11.590593338012695, -9.576483726501465, -9.608527183532715, -10.703157424926758, -11.442682266235352, -9.886640548706055, -9.827312469482422, -9.83626937866211, -11.48093032836914, -8.1262845993042, -8.391834259033203, -12.183039665222168, -9.9891939163208, -7.130350112915039, -10.362434387207031, -9.048702239990234, -12.221394538879395, -8.469691276550293, -9.463092803955078, -10.532166481018066, -8.490360260009766, -9.0164794921875, -10.08907699584961, -10.821840286254883]",7241732096,mistralai_Mistral-7B-v0.1
A sweater is a,clothing.,sweater,none,clothing,10,"[-10.606969833374023, -10.76077651977539, -11.167947769165039, -10.447515487670898, -11.199359893798828, -11.270930290222168, -10.756433486938477, -11.136691093444824, -11.318092346191406, -11.92057991027832, -10.359661102294922, -10.661645889282227, -11.007608413696289, -6.992959499359131, -10.197277069091797, -11.233262062072754, -10.28997802734375, -11.48396110534668, -10.88346004486084, -11.223949432373047, -10.229887008666992, -10.566986083984375, -10.139060020446777, -9.950003623962402, -10.38907241821289, -8.732308387756348, -10.630034446716309, -11.074007034301758, -10.70390510559082, -11.074170112609863, -10.522529602050781, -10.77658462524414, -10.624812126159668, -10.158256530761719, -10.737081527709961, -10.995086669921875, -11.370492935180664, -11.152971267700195, -10.147680282592773, -10.247444152832031, -10.363572120666504, -10.794870376586914, -10.391804695129395, -10.682328224182129, -10.670563697814941, -11.797462463378906, -10.992653846740723, -11.635780334472656, -10.07785415649414, -10.351472854614258]",7241732096,mistralai_Mistral-7B-v0.1
A sweatshirt is a,clothing.,sweatshirt,none,clothing,11,"[-10.636773109436035, -9.179407119750977, -10.551252365112305, -10.823169708251953, -11.057929992675781, -10.729218482971191, -11.16828727722168, -10.923969268798828, -10.032974243164062, -11.171002388000488, -11.23054027557373, -11.009692192077637, -10.053216934204102, -10.83353328704834, -10.969282150268555, -10.503612518310547, -11.404571533203125, -10.360767364501953, -10.56367301940918, -8.275917053222656, -11.35748291015625, -9.649417877197266, -10.825140953063965, -11.234634399414062, -11.54891586303711, -10.094905853271484, -11.082599639892578, -9.718095779418945, -10.434318542480469, -10.837623596191406, -11.151764869689941, -10.860017776489258, -11.490828514099121, -11.007213592529297, -10.625372886657715, -10.233438491821289, -11.073380470275879, -11.385765075683594, -10.77989387512207, -10.240272521972656, -10.498863220214844, -11.735487937927246, -10.822122573852539, -11.06745719909668, -10.812793731689453, -10.363536834716797, -10.702669143676758, -10.948587417602539, -11.435043334960938, -11.20534610748291]",7241732096,mistralai_Mistral-7B-v0.1
An underpant is a,clothing.,underpant,none,clothing,12,"[-11.009231567382812, -12.182602882385254, -11.055315017700195, -11.763509750366211, -11.565006256103516, -11.652806282043457, -11.888246536254883, -11.951333999633789, -11.007494926452637, -11.65632438659668, -9.223573684692383, -7.982363700866699, -11.217645645141602, -12.466360092163086, -11.866174697875977, -10.053308486938477, -11.890403747558594, -11.745262145996094, -10.99917221069336, -11.290776252746582, -11.450973510742188, -11.608820915222168, -11.57093334197998, -11.789169311523438, -11.472761154174805, -11.14718246459961, -11.355781555175781, -11.30685043334961, -11.806295394897461, -11.533665657043457, -11.725335121154785, -11.708771705627441, -10.643697738647461, -11.959029197692871, -11.498810768127441, -8.622213363647461, -11.140680313110352, -11.299802780151367, -10.422934532165527, -11.158317565917969, -9.78812313079834, -11.629132270812988, -9.955862045288086, -11.183568000793457, -11.587646484375, -12.273249626159668, -11.207529067993164, -11.240463256835938, -11.282814025878906, -12.246018409729004]",7241732096,mistralai_Mistral-7B-v0.1
A sports jacket is a,clothing.,sports jacket,none,clothing,13,"[-10.65153694152832, -10.957189559936523, -11.91797161102295, -10.972936630249023, -11.142260551452637, -11.351420402526855, -10.362401962280273, -10.79979133605957, -11.122453689575195, -10.916911125183105, -10.63547134399414, -10.842693328857422, -10.853730201721191, -10.591312408447266, -10.727167129516602, -10.831463813781738, -11.216072082519531, -11.044574737548828, -11.201935768127441, -10.726493835449219, -11.480720520019531, -10.752979278564453, -10.763952255249023, -10.781721115112305, -10.025679588317871, -10.899808883666992, -11.046529769897461, -10.717266082763672, -10.781515121459961, -8.784525871276855, -11.045087814331055, -11.13344955444336, -10.971805572509766, -10.200469017028809, -9.960103988647461, -9.413650512695312, -11.057659149169922, -10.117186546325684, -11.32649040222168, -10.576629638671875, -10.9772367477417, -11.177414894104004, -11.085708618164062, -10.620599746704102, -10.588465690612793, -10.761629104614258, -10.36375904083252, -10.799238204956055, -11.112800598144531, -10.94940185546875]",7241732096,mistralai_Mistral-7B-v0.1
A jumper is a,clothing.,jumper,none,clothing,14,"[-10.828686714172363, -11.622913360595703, -10.852523803710938, -10.396747589111328, -11.103250503540039, -11.111955642700195, -13.256669044494629, -10.224937438964844, -11.00204849243164, -10.853731155395508, -10.695549011230469, -11.37940788269043, -10.756242752075195, -10.994586944580078, -7.65084171295166, -10.705068588256836, -10.428444862365723, -10.474800109863281, -11.020401954650879, -11.871443748474121, -10.703107833862305, -10.658607482910156, -11.096040725708008, -10.706048965454102, -9.979795455932617, -11.023809432983398, -10.936192512512207, -10.98499870300293, -10.626287460327148, -11.046121597290039, -10.284677505493164, -10.8755521774292, -10.84481143951416, -10.607086181640625, -10.76071548461914, -10.413763046264648, -10.90451431274414, -10.151947021484375, -11.297079086303711, -9.970318794250488, -10.855417251586914, -10.338418960571289, -11.298547744750977, -11.231868743896484, -11.538545608520508, -10.50227165222168, -10.983377456665039, -10.38479232788086, -10.187957763671875, -10.163494110107422]",7241732096,mistralai_Mistral-7B-v0.1
