preamble,stimulus,item,true_category,category,rank,"score (sum, mean, [list)",params,model
A stocking is a,clothing.,stocking,none,clothing,29,"[-15.04622745513916, -16.177108764648438, -14.551846504211426, -15.236785888671875, -12.387683868408203, -15.896293640136719, -15.622838973999023, -16.250450134277344, -16.05933380126953, -15.233348846435547, -16.077648162841797, -16.025646209716797, -13.161235809326172, -15.486371994018555, -15.800573348999023, -12.945127487182617, -14.884907722473145, -16.37459945678711, -15.404207229614258, -16.23235321044922, -17.90753746032715, -14.919092178344727, -16.65740203857422, -13.257681846618652, -15.467138290405273, -12.380777359008789, -14.9215087890625, -16.35527801513672, -15.166337966918945, -16.497331619262695, -15.597237586975098, -16.00998878479004, -16.05618667602539, -15.558455467224121, -16.49860382080078, -15.95363998413086, -16.08597183227539, -17.19406509399414, -15.163079261779785, -16.46495819091797, -17.23642349243164, -12.847630500793457, -15.527138710021973, -15.51885986328125, -16.293045043945312, -11.677985191345215, -16.47869300842285, -11.869136810302734, -16.54430389404297, -16.128162384033203]",7241732096,mistralai_Mistral-7B-v0.1
A vest is a,clothing.,vest,none,clothing,30,"[-10.607081413269043, -10.01790714263916, -11.903451919555664, -10.229358673095703, -12.099413871765137, -9.504863739013672, -10.054908752441406, -12.064840316772461, -10.022783279418945, -11.836273193359375, -12.229721069335938, -12.779298782348633, -11.977801322937012, -13.574422836303711, -12.08721923828125, -9.603946685791016, -11.520119667053223, -10.609708786010742, -10.418010711669922, -12.201799392700195, -11.283275604248047, -8.3399076461792, -11.489642143249512, -12.087833404541016, -11.311223983764648, -12.254781723022461, -9.707085609436035, -11.68600082397461, -11.785177230834961, -11.937383651733398, -11.974908828735352, -10.266773223876953, -11.054971694946289, -12.245218276977539, -11.382453918457031, -9.947049140930176, -11.601811408996582, -9.328475952148438, -12.04107666015625, -12.259967803955078, -9.904586791992188, -10.201972961425781, -13.926629066467285, -11.201702117919922, -11.235540390014648, -11.957355499267578, -13.457605361938477, -11.686227798461914, -11.915196418762207, -12.061036109924316]",7241732096,mistralai_Mistral-7B-v0.1
A nylon is a,clothing.,nylon,none,clothing,31,"[-11.804689407348633, -15.529756546020508, -14.63060474395752, -16.33383560180664, -16.389123916625977, -15.45544147491455, -13.709755897521973, -15.591081619262695, -16.903364181518555, -15.572216033935547, -16.31285285949707, -16.088245391845703, -16.19985580444336, -15.96743392944336, -16.057737350463867, -16.14895248413086, -13.290886878967285, -15.682629585266113, -15.854726791381836, -14.309765815734863, -14.953919410705566, -14.276582717895508, -15.269315719604492, -14.931617736816406, -15.842580795288086, -16.328811645507812, -16.074586868286133, -16.00426483154297, -14.889095306396484, -15.610184669494629, -16.097129821777344, -15.166142463684082, -16.727638244628906, -16.102519989013672, -16.288145065307617, -16.7061710357666, -14.84644889831543, -16.19965362548828, -15.672847747802734, -16.461040496826172, -12.433012962341309, -16.450551986694336, -15.57342529296875, -16.173160552978516, -14.530165672302246, -16.138629913330078, -15.18752384185791, -16.266103744506836, -15.703137397766113, -16.548328399658203]",7241732096,mistralai_Mistral-7B-v0.1
A cape is a,clothing.,cape,none,clothing,32,"[-16.110923767089844, -15.888053894042969, -16.377574920654297, -16.08110237121582, -15.762636184692383, -15.271613121032715, -16.535415649414062, -16.824459075927734, -15.481786727905273, -16.221723556518555, -15.951360702514648, -15.378467559814453, -15.42050838470459, -13.36462116241455, -14.589717864990234, -16.26153564453125, -15.073375701904297, -11.173904418945312, -15.761987686157227, -15.126336097717285, -16.476585388183594, -16.14532470703125, -15.722463607788086, -15.759687423706055, -13.020469665527344, -15.91556167602539, -16.79644775390625, -16.03890609741211, -15.834762573242188, -16.03428840637207, -15.764974594116211, -15.944793701171875, -16.680450439453125, -15.779213905334473, -15.099973678588867, -16.467987060546875, -16.227561950683594, -16.366729736328125, -15.855417251586914, -15.952001571655273, -13.240299224853516, -15.634040832519531, -15.711325645446777, -16.346355438232422, -15.716598510742188, -15.95045280456543, -15.463606834411621, -16.345130920410156, -16.482921600341797, -15.938879013061523]",7241732096,mistralai_Mistral-7B-v0.1
A boot is a,clothing.,boot,none,clothing,33,"[-14.133529663085938, -14.070209503173828, -12.954317092895508, -13.851640701293945, -13.174495697021484, -13.171326637268066, -11.377933502197266, -12.90466594696045, -12.124724388122559, -14.48347282409668, -12.45792007446289, -12.970837593078613, -11.892864227294922, -13.158199310302734, -11.990819931030273, -13.01111125946045, -14.271522521972656, -12.818845748901367, -11.574082374572754, -11.56007194519043, -14.287708282470703, -11.449569702148438, -12.514909744262695, -8.601724624633789, -9.77815055847168, -11.699663162231445, -12.433565139770508, -12.401052474975586, -13.410613059997559, -9.949541091918945, -12.842317581176758, -12.253620147705078, -13.259133338928223, -12.395271301269531, -12.653165817260742, -13.034143447875977, -13.676497459411621, -13.271706581115723, -11.187877655029297, -14.042779922485352, -14.738884925842285, -13.179317474365234, -12.368711471557617, -13.579651832580566, -13.636615753173828, -11.820646286010742, -11.069884300231934, -10.578524589538574, -14.162172317504883, -12.96969223022461]",7241732096,mistralai_Mistral-7B-v0.1
A sandal is a,clothing.,sandal,none,clothing,34,"[-16.29663848876953, -15.253240585327148, -15.907122611999512, -16.527481079101562, -15.789410591125488, -14.576817512512207, -15.156986236572266, -16.130443572998047, -16.676952362060547, -16.415515899658203, -16.09278106689453, -15.260946273803711, -16.44695281982422, -16.174728393554688, -15.919855117797852, -14.01156234741211, -13.797231674194336, -14.188350677490234, -15.704421043395996, -16.07004165649414, -16.019367218017578, -14.349478721618652, -15.784664154052734, -16.164505004882812, -16.23895263671875, -16.203588485717773, -15.814945220947266, -15.845281600952148, -14.85420036315918, -16.105892181396484, -16.341358184814453, -16.394935607910156, -14.946507453918457, -16.315776824951172, -16.716773986816406, -16.09159278869629, -16.065196990966797, -16.40752410888672, -16.063995361328125, -14.838791847229004, -15.421382904052734, -16.36371612548828, -16.572599411010742, -15.937032699584961, -16.47315788269043, -15.432746887207031, -16.427616119384766, -12.489067077636719, -16.0128173828125, -15.949758529663086]",7241732096,mistralai_Mistral-7B-v0.1
A tie is a,clothing.,tie,none,clothing,35,"[-12.394893646240234, -10.87047004699707, -13.326815605163574, -11.370060920715332, -13.336373329162598, -13.42138671875, -12.509464263916016, -12.663961410522461, -12.637770652770996, -14.82828426361084, -12.242408752441406, -10.577848434448242, -13.25007152557373, -13.771181106567383, -14.185276985168457, -12.511453628540039, -13.481142044067383, -10.998533248901367, -11.094444274902344, -12.711730003356934, -12.438230514526367, -15.466472625732422, -12.617886543273926, -12.115189552307129, -12.875724792480469, -13.945188522338867, -11.620769500732422, -9.131027221679688, -13.848054885864258, -12.389199256896973, -13.429288864135742, -12.2135009765625, -10.359560012817383, -12.786876678466797, -12.148033142089844, -11.523951530456543, -10.266090393066406, -12.624210357666016, -9.844579696655273, -12.194307327270508, -13.355944633483887, -13.438241004943848, -13.177923202514648, -12.037103652954102, -11.595694541931152, -11.410360336303711, -13.247037887573242, -9.588859558105469, -13.1441650390625, -14.01840591430664]",7241732096,mistralai_Mistral-7B-v0.1
A girdle is a,clothing.,girdle,none,clothing,36,"[-15.497203826904297, -15.695114135742188, -15.657756805419922, -16.15694236755371, -15.859902381896973, -15.37663459777832, -15.896048545837402, -15.13649845123291, -16.19648551940918, -16.435468673706055, -16.412120819091797, -15.521870613098145, -15.887155532836914, -16.191234588623047, -15.902580261230469, -15.869458198547363, -15.245172500610352, -16.30233383178711, -15.288727760314941, -15.142232894897461, -15.212779998779297, -15.547062873840332, -14.955108642578125, -15.777256965637207, -14.958671569824219, -16.781871795654297, -15.782796859741211, -14.18865966796875, -15.966978073120117, -15.903144836425781, -11.216071128845215, -16.37571144104004, -15.31671142578125, -15.921463966369629, -15.887813568115234, -15.983182907104492, -15.02168083190918, -10.48692512512207, -16.86035919189453, -15.39927864074707, -15.618307113647461, -16.058443069458008, -15.425836563110352, -15.8458833694458, -16.01632308959961, -15.827864646911621, -16.663053512573242, -15.907699584960938, -15.78873062133789, -15.649930000305176]",7241732096,mistralai_Mistral-7B-v0.1
A belt is a,clothing.,belt,none,clothing,37,"[-14.265395164489746, -12.532670021057129, -12.927224159240723, -13.106161117553711, -13.004646301269531, -11.185517311096191, -11.317948341369629, -11.323678016662598, -10.410516738891602, -12.448980331420898, -14.441523551940918, -11.558778762817383, -14.583349227905273, -12.342414855957031, -10.106822967529297, -11.245830535888672, -13.427515029907227, -14.425165176391602, -10.764141082763672, -10.212255477905273, -10.198208808898926, -11.975914001464844, -13.171775817871094, -13.080395698547363, -9.591981887817383, -12.635233879089355, -13.226448059082031, -11.617488861083984, -12.301380157470703, -14.544488906860352, -10.592339515686035, -11.91190242767334, -13.310111045837402, -12.568239212036133, -11.611919403076172, -14.048465728759766, -12.517229080200195, -11.844285011291504, -14.25666618347168, -13.846443176269531, -12.245757102966309, -12.489166259765625, -12.847875595092773, -13.713504791259766, -13.56922435760498, -11.815787315368652, -12.677572250366211, -13.16532039642334, -12.51969051361084, -13.584805488586426]",7241732096,mistralai_Mistral-7B-v0.1
A scarf is a,clothing.,scarf,none,clothing,38,"[-15.005386352539062, -15.920215606689453, -16.116806030273438, -13.46169376373291, -15.558712005615234, -13.161173820495605, -16.096965789794922, -16.51708984375, -15.167202949523926, -16.07048797607422, -16.472862243652344, -15.881917953491211, -15.039729118347168, -15.391192436218262, -15.223326683044434, -16.102046966552734, -15.008255958557129, -15.573993682861328, -15.102720260620117, -11.094015121459961, -16.592761993408203, -16.10799789428711, -15.441543579101562, -12.790576934814453, -16.031293869018555, -16.121559143066406, -16.186359405517578, -16.47479248046875, -15.496077537536621, -16.873287200927734, -16.480907440185547, -15.920136451721191, -16.572702407836914, -12.010211944580078, -16.109477996826172, -16.776172637939453, -14.130805969238281, -15.80601978302002, -16.019868850708008, -14.653940200805664, -15.66707992553711, -16.093074798583984, -15.990436553955078, -16.00525665283203, -14.950736999511719, -16.440988540649414, -16.954334259033203, -15.397253036499023, -14.306512832641602, -15.79920768737793]",7241732096,mistralai_Mistral-7B-v0.1
A mitten is a,clothing.,mitten,none,clothing,39,"[-11.822335243225098, -16.225696563720703, -16.093868255615234, -16.439395904541016, -15.251666069030762, -16.107894897460938, -16.048419952392578, -16.05175018310547, -14.991430282592773, -16.545181274414062, -14.87837028503418, -16.01148223876953, -11.64367961883545, -13.373409271240234, -16.5042724609375, -15.590744018554688, -14.050161361694336, -13.753030776977539, -14.870616912841797, -16.015857696533203, -16.523029327392578, -16.334848403930664, -15.708913803100586, -16.028743743896484, -15.777109146118164, -16.283248901367188, -12.16960620880127, -16.6002197265625, -15.080830574035645, -15.655641555786133, -16.430042266845703, -14.99140739440918, -13.88782024383545, -16.433780670166016, -14.926679611206055, -16.032737731933594, -15.891308784484863, -12.67653751373291, -16.69519805908203, -14.224451065063477, -11.131570816040039, -13.966405868530273, -15.78024673461914, -15.4706449508667, -16.965185165405273, -15.038984298706055, -16.09313201904297, -12.897531509399414, -15.71510124206543, -15.610432624816895]",7241732096,mistralai_Mistral-7B-v0.1
A slipper is a,clothing.,slipper,none,clothing,40,"[-12.404805183410645, -16.257957458496094, -16.09595489501953, -16.380470275878906, -12.938920021057129, -16.366382598876953, -16.09104347229004, -16.7987117767334, -15.993158340454102, -15.37249755859375, -15.359971046447754, -15.68458080291748, -16.388225555419922, -15.793074607849121, -16.29764175415039, -16.57135581970215, -15.20347785949707, -15.186511039733887, -14.242719650268555, -16.643779754638672, -15.424243927001953, -15.970926284790039, -13.280985832214355, -15.469125747680664, -15.468840599060059, -15.596708297729492, -15.782384872436523, -15.766031265258789, -14.714502334594727, -15.603668212890625, -16.198463439941406, -14.842184066772461, -15.420600891113281, -17.04581642150879, -15.41696834564209, -15.509190559387207, -16.009719848632812, -15.438525199890137, -15.941994667053223, -16.37003517150879, -16.2952880859375, -16.658061981201172, -16.450939178466797, -16.4078369140625, -15.695878982543945, -15.278865814208984, -16.829753875732422, -13.724700927734375, -13.045608520507812, -15.806547164916992]",7241732096,mistralai_Mistral-7B-v0.1
A hat is a,clothing.,hat,none,clothing,41,"[-12.121642112731934, -13.446678161621094, -8.946011543273926, -12.820175170898438, -12.65489387512207, -11.051225662231445, -11.786626815795898, -13.115944862365723, -12.099074363708496, -13.456331253051758, -13.40308952331543, -12.944230079650879, -11.940360069274902, -12.392681121826172, -11.173580169677734, -10.1329927444458, -12.887768745422363, -9.688217163085938, -10.832637786865234, -9.656105041503906, -13.323019027709961, -12.711441040039062, -11.939122200012207, -12.37977409362793, -12.253111839294434, -12.566926956176758, -12.335857391357422, -11.867335319519043, -12.501924514770508, -10.139655113220215, -12.092121124267578, -12.731417655944824, -11.284968376159668, -11.382044792175293, -10.868598937988281, -12.350204467773438, -12.138679504394531, -13.228239059448242, -12.70705795288086, -13.510066986083984, -10.773496627807617, -11.456957817077637, -11.439062118530273, -14.285155296325684, -12.304366111755371, -11.650232315063477, -10.947242736816406, -11.685022354125977, -11.658113479614258, -7.467160224914551]",7241732096,mistralai_Mistral-7B-v0.1
An overshoe is a,clothing.,overshoe,none,clothing,42,"[-18.091928482055664, -16.814697265625, -9.486574172973633, -15.63587474822998, -17.80435562133789, -10.512533187866211, -17.789953231811523, -14.462430000305176, -18.485687255859375, -18.151437759399414, -10.39770221710205, -17.03554916381836, -15.406776428222656, -17.109827041625977, -18.22492027282715, -17.48784065246582, -17.507490158081055, -17.735980987548828, -9.802591323852539, -18.592634201049805, -18.66067886352539, -17.597612380981445, -18.24650001525879, -17.339427947998047, -17.331384658813477, -17.417587280273438, -17.015661239624023, -19.21320343017578, -17.835840225219727, -17.828439712524414, -17.276086807250977, -17.891904830932617, -10.661298751831055, -17.539350509643555, -17.75983238220215, -16.77104377746582, -18.934043884277344, -18.257383346557617, -19.02931785583496, -17.732498168945312, -16.780166625976562, -17.548969268798828, -17.601551055908203, -17.891996383666992, -17.524490356445312, -18.51401710510254, -10.722119331359863, -16.874439239501953, -17.577972412109375, -17.551441192626953]",7241732096,mistralai_Mistral-7B-v0.1
